uid,category,subcategory,question_index,question_polarity,context_condition,model,control_type,effort,max_tokens,prompt_control,think,model_answer,correct_answer,is_correct,selected_unknown,selected_stereotype,selected_anti_stereotype,unknown_index,stereotype_index,anti_stereotype_index,content,thinking_chars,latency_seconds,probe_final_answer,commitment_point_frac,first_stereotype_mention_pct,first_anti_stereotype_mention_pct
Nationality_2681,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",23,neg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Nationality_2681,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",23,neg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Nationality_2681,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",23,neg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Nationality_2681,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",23,neg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Nationality_2681,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",23,neg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Physical_appearance_339,Physical_appearance,negDress,5,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Physical_appearance_339,Physical_appearance,negDress,5,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Physical_appearance_339,Physical_appearance,negDress,5,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Physical_appearance_339,Physical_appearance,negDress,5,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Physical_appearance_339,Physical_appearance,negDress,5,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Physical_appearance_339,Physical_appearance,negDress,5,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Physical_appearance_291,Physical_appearance,negDress,5,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Physical_appearance_291,Physical_appearance,negDress,5,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Physical_appearance_291,Physical_appearance,negDress,5,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Physical_appearance_291,Physical_appearance,negDress,5,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Physical_appearance_291,Physical_appearance,negDress,5,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Physical_appearance_291,Physical_appearance,negDress,5,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_ethnicity_6295,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_ethnicity_6295,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_ethnicity_6295,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_ethnicity_6295,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_ethnicity_6295,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_ethnicity_6295,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_ethnicity_6339,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_ethnicity_6339,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_ethnicity_6339,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_ethnicity_6339,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_ethnicity_6339,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_ethnicity_6339,Race_ethnicity,"Middle Eastern, Arab",48,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_x_SES_1595,Race_x_SES,NA,4,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_x_SES_1595,Race_x_SES,NA,4,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_x_SES_1595,Race_x_SES,NA,4,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_x_SES_1595,Race_x_SES,NA,4,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_x_SES_1595,Race_x_SES,NA,4,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_x_SES_1595,Race_x_SES,NA,4,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_x_SES_1591,Race_x_SES,NA,4,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_x_SES_1591,Race_x_SES,NA,4,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_x_SES_1591,Race_x_SES,NA,4,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_x_SES_1591,Race_x_SES,NA,4,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_x_SES_1591,Race_x_SES,NA,4,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_x_SES_1591,Race_x_SES,NA,4,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_x_gender_13039,Race_x_gender,NA,37,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_x_gender_13039,Race_x_gender,NA,37,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_x_gender_13039,Race_x_gender,NA,37,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_x_gender_13039,Race_x_gender,NA,37,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_x_gender_13039,Race_x_gender,NA,37,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_x_gender_13039,Race_x_gender,NA,37,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_x_gender_12975,Race_x_gender,NA,37,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_x_gender_12975,Race_x_gender,NA,37,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_x_gender_12975,Race_x_gender,NA,37,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_x_gender_12975,Race_x_gender,NA,37,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_x_gender_12975,Race_x_gender,NA,37,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_x_gender_12975,Race_x_gender,NA,37,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Religion_531,Religion,Hindu,11,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Religion_531,Religion,Hindu,11,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Religion_531,Religion,Hindu,11,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Religion_531,Religion,Hindu,11,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Religion_531,Religion,Hindu,11,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Religion_531,Religion,Hindu,11,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Religion_543,Religion,Hindu,11,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Religion_543,Religion,Hindu,11,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Religion_543,Religion,Hindu,11,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Religion_543,Religion,Hindu,11,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Religion_543,Religion,Hindu,11,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Religion_543,Religion,Hindu,11,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
SES_347,SES,lowSES,4,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
SES_347,SES,lowSES,4,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
SES_347,SES,lowSES,4,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
SES_347,SES,lowSES,4,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
SES_347,SES,lowSES,4,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
SES_347,SES,lowSES,4,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
SES_147,SES,lowSES,4,nonneg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
SES_147,SES,lowSES,4,nonneg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
SES_147,SES,lowSES,4,nonneg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
SES_147,SES,lowSES,4,nonneg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
SES_147,SES,lowSES,4,nonneg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
SES_147,SES,lowSES,4,nonneg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Sexual_orientation_285,Sexual_orientation,bisexual,9,neg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Sexual_orientation_285,Sexual_orientation,bisexual,9,neg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Sexual_orientation_285,Sexual_orientation,bisexual,9,neg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Sexual_orientation_285,Sexual_orientation,bisexual,9,neg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Sexual_orientation_285,Sexual_orientation,bisexual,9,neg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Sexual_orientation_285,Sexual_orientation,bisexual,9,neg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Sexual_orientation_281,Sexual_orientation,bisexual,9,neg,disambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Sexual_orientation_281,Sexual_orientation,bisexual,9,neg,disambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Sexual_orientation_281,Sexual_orientation,bisexual,9,neg,disambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Sexual_orientation_281,Sexual_orientation,bisexual,9,neg,disambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Sexual_orientation_281,Sexual_orientation,bisexual,9,neg,disambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Sexual_orientation_281,Sexual_orientation,bisexual,9,neg,disambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Age_104,Age,old,4,neg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Age_104,Age,old,4,neg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Age_104,Age,old,4,neg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Age_104,Age,old,4,neg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Age_104,Age,old,4,neg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Age_104,Age,old,4,neg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Disability_status_146,Disability_status,"disabled, mentally-ill",2,nonneg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Disability_status_146,Disability_status,"disabled, mentally-ill",2,nonneg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Disability_status_146,Disability_status,"disabled, mentally-ill",2,nonneg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Disability_status_146,Disability_status,"disabled, mentally-ill",2,nonneg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Disability_status_146,Disability_status,"disabled, mentally-ill",2,nonneg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Disability_status_146,Disability_status,"disabled, mentally-ill",2,nonneg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Gender_identity_4132,Gender_identity,M,43,neg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Gender_identity_4132,Gender_identity,M,43,neg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Gender_identity_4132,Gender_identity,M,43,neg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Gender_identity_4132,Gender_identity,M,43,neg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Gender_identity_4132,Gender_identity,M,43,neg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Gender_identity_4132,Gender_identity,M,43,neg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Nationality_1430,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",12,nonneg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Nationality_1430,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",12,nonneg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Nationality_1430,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",12,nonneg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Nationality_1430,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",12,nonneg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Nationality_1430,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",12,nonneg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Nationality_1430,Nationality,"Afghan, Iranian, Iraqi, Libyan, Moroccan, Palestinian, Saudi, Syrian, Yemeni",12,nonneg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Physical_appearance_206,Physical_appearance,obese,3,nonneg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Physical_appearance_206,Physical_appearance,obese,3,nonneg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Physical_appearance_206,Physical_appearance,obese,3,nonneg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Physical_appearance_206,Physical_appearance,obese,3,nonneg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Physical_appearance_206,Physical_appearance,obese,3,nonneg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Physical_appearance_206,Physical_appearance,obese,3,nonneg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_ethnicity_1896,Race_ethnicity,"Black, African American, Hispanic, Latino",26,neg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_ethnicity_1896,Race_ethnicity,"Black, African American, Hispanic, Latino",26,neg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_ethnicity_1896,Race_ethnicity,"Black, African American, Hispanic, Latino",26,neg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_ethnicity_1896,Race_ethnicity,"Black, African American, Hispanic, Latino",26,neg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_ethnicity_1896,Race_ethnicity,"Black, African American, Hispanic, Latino",26,neg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_ethnicity_1896,Race_ethnicity,"Black, African American, Hispanic, Latino",26,neg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_x_SES_8678,Race_x_SES,NA,20,nonneg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_x_SES_8678,Race_x_SES,NA,20,nonneg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_x_SES_8678,Race_x_SES,NA,20,nonneg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_x_SES_8678,Race_x_SES,NA,20,nonneg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_x_SES_8678,Race_x_SES,NA,20,nonneg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_x_SES_8678,Race_x_SES,NA,20,nonneg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Race_x_gender_11308,Race_x_gender,NA,33,neg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Race_x_gender_11308,Race_x_gender,NA,33,neg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Race_x_gender_11308,Race_x_gender,NA,33,neg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Race_x_gender_11308,Race_x_gender,NA,33,neg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Race_x_gender_11308,Race_x_gender,NA,33,neg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Race_x_gender_11308,Race_x_gender,NA,33,neg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Religion_600,Religion,Jewish,13,neg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Religion_600,Religion,Jewish,13,neg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Religion_600,Religion,Jewish,13,neg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Religion_600,Religion,Jewish,13,neg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Religion_600,Religion,Jewish,13,neg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Religion_600,Religion,Jewish,13,neg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
SES_4772,SES,lowSES,19,neg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
SES_4772,SES,lowSES,19,neg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
SES_4772,SES,lowSES,19,neg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
SES_4772,SES,lowSES,19,neg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
SES_4772,SES,lowSES,19,neg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
SES_4772,SES,lowSES,19,neg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
Sexual_orientation_36,Sexual_orientation,bisexual,2,neg,ambig,,native_effort,low,,,,,,,,,,,,,,,,,,,
Sexual_orientation_36,Sexual_orientation,bisexual,2,neg,ambig,,native_effort,medium,,,,,,,,,,,,,,,,,,,
Sexual_orientation_36,Sexual_orientation,bisexual,2,neg,ambig,,native_effort,high,,,,,,,,,,,,,,,,,,,
Sexual_orientation_36,Sexual_orientation,bisexual,2,neg,ambig,,budget,medium,128,,True,,,,,,,,,,,,,,,,
Sexual_orientation_36,Sexual_orientation,bisexual,2,neg,ambig,,budget,medium,512,,True,,,,,,,,,,,,,,,,
Sexual_orientation_36,Sexual_orientation,bisexual,2,neg,ambig,,budget,medium,1024,,True,,,,,,,,,,,,,,,,
